"","number","c1","c2","c3","c4","c6","c7","c8","c10","c11","c12","c13","c14","c17","c18","c19","c20","c21","c22"
"50713",50710,19.17569824,16.55073925,9.050856443,7.925874022,25.67559667,18.30071191,25.67559667,11.42581933,4.175932616,-3.448948241,12.05080957,13.92578027,12.05080957,3.175948241,0.05099707,23.80062597,13.67578418,221.6725341
"50721",50718,20.55067675,15.92574902,10.92582715,4.050934569,15.42575683,18.05071582,27.05057519,30.30052441,20.55067675,-5.573915038,28.05055956,13.55078613,20.6756748,7.300883787,-0.074000977,19.92568652,19.17569824,171.7983134
"50733",50730,1.550973632,-1.323981445,-9.948846677,-1.698975586,-11.69881933,-0.948987304,40.05037206,4.175932616,-4.448932616,5.175916991,2.300961913,4.42592871,8.050872068,-4.198936522,-0.573993164,3.800938476,8.175870115,-67.82294237
"50738",50735,-2.948956054,2.05096582,-7.44888574,-1.698975586,-2.32396582,-6.823895506,36.4254287,-1.948971679,-3.573946288,1.425975586,-4.948924804,-5.948909178,6.050903319,-4.073938476,0.05099707,-6.198905272,5.300915038,-75.69781932
"50760",50757,103.6743779,24.42561621,3.425944335,11.92581152,25.17560449,26.42558495,61.67503416,43.67531542,5.675909178,0.425991211,57.17510448,14.8007666,33.55047362,1.050981445,-0.198999023,7.425881834,22.05065332,-177.5712275
"50767",50764,206.6727685,46.05027831,22.42564746,17.92571777,21.17566699,29.67553417,72.1748701,77.54978611,24.80061035,0.550989258,99.79943845,15.67575293,54.92513964,11.55081738,-0.32399707,1.550973632,24.30061816,-154.4465888
"50782",50779,48.17524511,-25.44860449,-21.44866699,-11.94881543,-16.82373925,-19.82369238,91.54956736,0.300993164,-5.198920897,3.175948241,-0.448995117,-26.19859277,-15.32376269,-14.8237705,-0.074000977,-24.9486123,-39.32338769,-466.0667196
"50812",50809,-84.57268064,-29.19854589,-1.073985351,10.05084082,-20.69867871,-3.198952148,146.0487158,-39.19838964,-15.57375879,7.925874022,-37.19842089,-9.198858396,-28.19856152,-20.32368457,-0.074000977,6.8008916,-6.073907225,445.0440438
"50815",50812,-86.44765135,-33.07348534,-4.198936522,8.425866209,-5.823911131,2.800954101,143.0487627,-53.44816698,-14.44877636,16.30074316,-39.07339159,-0.448995117,-37.69841308,-24.19862402,-0.32399707,7.425881834,-6.198905272,422.7943915
"50820",50817,-55.82312987,-16.9487373,-0.448995117,9.17585449,-15.32376269,9.425850584,111.5492549,-24.44862011,-4.823926757,10.55083301,-19.94869042,4.300930663,-19.19870214,-13.57379004,0.05099707,12.9257959,2.925952148,243.0472001
"50864",50861,-3.573946288,15.80075097,-3.698944335,-5.698913085,4.050934569,10.55083301,-12.69880371,27.67556542,18.550708,7.800875975,13.17579199,14.5507705,17.80071972,12.05080957,0.175995117,17.42572558,38.67539355,-109.9472842
"50911",50908,4.675924804,-9.073860349,-1.323981445,3.175948241,-24.07362597,1.675971679,-3.698944335,29.55053613,17.42572558,2.550958007,80.92473338,10.8008291,11.30082129,9.675846677,0.05099707,-41.69835058,12.17580761,279.1716357
"50939",50936,-64.82298924,-12.32380957,-0.448995117,-6.948893553,17.92571777,8.050872068,-17.19873339,24.17562011,6.425897459,17.30072753,25.17560449,28.80054784,-13.07379785,-7.823879881,-0.32399707,6.550895506,38.42539745,-119.1971396
"50981",50978,-78.44777635,3.425944335,49.42522557,12.05080957,-124.4470576,20.30068066,-13.07379785,-14.44877636,8.550864256,7.050887694,-37.32341894,-22.32365332,-15.94875293,-5.448916991,-0.074000977,-21.07367285,-8.448870115,-1356.552805
"50984",50981,-52.4481826,-0.573993164,-9.44885449,-6.323903319,6.8008916,-8.948862303,-25.69860058,-3.448948241,8.425866209,4.300930663,-14.94876855,-18.69870996,-15.94875293,-2.073969726,0.300993164,35.30044628,24.30061816,-730.6875848
"51003",51000,-97.69747556,-33.07348534,-31.82350488,-14.57377441,38.5503955,-41.57335253,-65.07298534,-27.94856542,-35.57344628,-16.82373925,-57.82309862,-4.073938476,-38.44840136,-15.69875683,-0.32399707,1.800969726,-2.573961913,122.1740888
"51007",51004,-100.1974365,-30.57352441,-17.44872949,-10.44883886,-37.44841698,-17.82372363,-68.32293455,-45.57329003,-22.8236455,-13.1987959,-66.3229658,-28.07356347,-51.69819432,-13.44879199,0.175995117,-15.19876464,-27.0735791,170.0483408
"51035",51032,-46.07328222,-25.82359863,3.550942382,5.675909178,24.6756123,0.675987304,-39.94837792,-100.6974287,16.42574121,4.675924804,-60.57305565,-86.94764353,-46.44827636,-19.82369238,-0.074000977,7.17588574,-33.44847948,-84.07268846
"51068",51065,17.05073144,18.05071582,20.80067285,-1.198983398,25.05060644,-2.073969726,-104.6973662,-28.9485498,4.550926757,-0.948987304,-31.82350488,16.80073535,-0.198999023,12.6757998,-0.074000977,36.4254287,33.30047753,-185.1961084
"51071",51068,12.42580371,13.92578027,9.925842771,-3.073954101,41.30035253,13.30079004,-53.32316893,-36.07343847,-3.948940429,-6.948893553,-26.44858886,10.92582715,-1.573977539,11.05082519,0.05099707,37.17541698,22.05065332,-159.6965068
"51088",51085,-20.82367675,-10.07384472,-5.448916991,-2.573961913,-1.323981445,-1.073985351,-80.94773729,-24.9486123,-28.9485498,4.175932616,-57.07311034,-28.32355956,-31.32351269,-21.57366503,-0.074000977,-5.573915038,-30.69852245,-29.94853417
"51104",51101,-15.57375879,-2.198967773,-17.44872949,-18.44871386,16.30074316,-8.448870115,-77.57279002,-30.19853027,-14.94876855,6.300899413,-48.19824901,-1.198983398,-6.448901366,-2.32396582,0.05099707,10.92582715,-31.07351659,205.422788
"51105",51102,-11.69881933,-3.073954101,-8.198874022,-15.57375879,-14.32377832,-4.823926757,-83.19770213,-18.94870605,-16.44874511,3.050950195,-42.44833886,-11.44882324,-8.448870115,-0.823989258,0.05099707,6.8008916,-28.9485498,211.5476923
"51113",51110,2.800954101,12.30080566,-7.44888574,-21.32366894,-5.198920897,-21.07367285,-94.44752634,10.55083301,-15.0737666,-14.8237705,-35.19845214,-24.82361425,10.42583496,8.425866209,-0.198999023,8.550864256,-31.69850683,281.5465986
"51128",51125,-0.074000977,4.550926757,13.92578027,0.425991211,11.67581543,-2.823958007,-44.94829979,13.42578808,-15.32376269,-14.44877636,-46.44827636,-12.82380175,12.30080566,9.550848631,-0.074000977,12.30080566,-40.44837011,148.7986728
"51166",51163,-27.0735791,-31.94850292,-3.698944335,-13.94878418,-4.823926757,-8.448870115,-9.44885449,-49.44822948,-15.32376269,-7.198889647,-34.44846386,-15.19876464,-25.82359863,-6.823895506,-0.32399707,-3.323950195,-12.69880371,-107.0723291
"51176",51173,-10.94883105,-26.69858495,-8.073875975,-3.448948241,-2.948956054,18.05071582,-8.573868162,-3.698944335,-14.94876855,-5.323918944,-8.948862303,-1.698975586,-10.07384472,-12.32380957,-0.074000977,3.925936522,2.05096582,-28.32355956
"51206",51203,15.55075488,8.675862303,1.675971679,8.675862303,10.55083301,11.30082129,-18.69870996,39.05038769,4.42592871,1.175979492,4.300930663,11.80081347,32.6754873,16.55073925,0.05099707,22.17565136,21.17566699,221.9225302
"51259",51256,22.05065332,37.30041503,33.67547167,22.17565136,35.42544433,34.42545995,-34.19846777,19.17569824,34.30046191,10.30083691,14.92576464,19.42569433,22.17565136,15.67575293,-0.074000977,40.05037206,26.67558105,-58.5730869
"51269",51266,-34.69845995,-14.57377441,-12.07381347,3.175948241,0.425991211,-2.69895996,-11.57382129,-3.573946288,-24.82361425,-8.948862303,-14.32377832,20.6756748,5.675909178,-1.823973632,-0.074000977,2.550958007,14.42577246,-133.571915
"51272",51269,-38.8233955,-18.94870605,-3.323950195,6.050903319,-19.82369238,-9.198858396,-14.69877246,-8.448870115,-11.19882715,0.925983398,-33.19848339,-23.69863183,-8.698866209,-15.57375879,-0.074000977,-7.573883787,-18.32371582,-158.6965224
"51301",51298,4.050934569,30.5505205,24.30061816,14.42577246,-56.82311424,7.550879881,-9.948846677,14.17577636,-7.44888574,-11.44882324,3.175948241,-5.823911131,18.8007041,10.92582715,-0.074000977,-34.57346191,-13.1987959,193.6729716
"51323",51320,5.675909178,-10.57383691,3.175948241,20.42567871,34.92545214,0.675987304,30.67551855,-30.44852636,-10.82383301,-10.07384472,-75.57282127,-77.07279783,-31.32351269,-8.323872068,-0.198999023,13.05079394,-45.19829589,119.0491377
"51327",51324,16.30074316,8.425866209,6.675893553,26.17558886,55.17513573,19.17569824,53.80015721,-27.19857714,-44.44830761,-10.82383301,-93.57254002,-5.07392285,-21.57366503,-9.823848631,0.175995117,70.17490135,-27.69856933,150.0486533
"51334",51331,-0.948987304,52.80017284,27.42556933,16.80073535,33.30047753,29.55053613,60.30005565,-31.19851464,7.925874022,-4.573930663,-147.1967021,-31.44851073,34.17546386,18.550708,0.175995117,68.79992284,-35.69844433,91.9245615
"51365",51362,-18.07371972,7.925874022,4.175932616,15.55075488,35.30044628,17.17572949,60.92504588,-40.19837401,-66.3229658,-8.823864256,-62.19803026,2.800954101,-8.323872068,-7.823879881,-0.074000977,52.55017675,9.300852537,-168.0713759
"51387",51384,26.05059081,25.80059472,4.300930663,4.80092285,20.30068066,-1.073985351,50.05021581,15.30075879,18.17571386,1.300977539,1.925967773,6.675893553,24.92560839,18.67570605,-0.074000977,50.05021581,41.67534667,-222.0705322
"51394",51391,21.55066113,20.92567089,-10.19884277,-6.948893553,37.42541308,14.8007666,75.04982518,12.9257959,32.6754873,13.30079004,12.05080957,-26.44858886,22.5506455,19.80068847,0.175995117,35.05045019,25.42560058,50.80020409
"51416",51413,-5.448916991,0.425991211,-6.698897459,-10.57383691,-31.69850683,3.050950195,32.55048925,-3.698944335,-9.073860349,-23.57363378,-42.44833886,-49.32323143,6.175901366,-8.823864256,-0.074000977,-44.19831151,-49.82322362,237.5472861
"51427",51424,-54.07315721,-15.32376269,11.30082129,-1.448979492,-18.07371972,0.800985351,48.05024706,-0.074000977,2.925952148,14.92576464,-23.0736416,4.550926757,-2.69895996,-5.448916991,-0.074000977,-39.82337987,-25.19860839,106.2993369
"51434",51431,1.675971679,34.05046581,14.42577246,9.550848631,21.42566308,5.550911131,48.55023925,29.67553417,13.05079394,15.67575293,5.800907225,-22.44865136,34.67545605,5.050918944,0.05099707,-16.69874121,-8.323872068,25.67559667
"51438",51435,38.80039159,41.42535058,13.30079004,16.6757373,47.05026268,16.92573339,63.55000487,35.42544433,9.300852537,1.925967773,34.30046191,36.05043456,51.42519432,8.925858396,-0.074000977,-2.948956054,4.80092285,1.050981445
"51457",51454,42.80032909,1.175979492,-14.44877636,-4.573930663,4.175932616,6.175901366,50.3002119,38.42539745,20.6756748,5.675909178,44.05030956,36.92542089,30.17552636,-5.323918944,-0.074000977,2.300961913,28.80054784,-62.07303221
"51471",51468,22.42564746,-0.823989258,-1.948971679,-18.07371972,-23.94862792,-32.32349706,-22.19865527,65.04998143,33.42547558,3.925936522,52.05018456,26.8005791,26.67558105,18.30071191,0.05099707,-36.32343456,10.92582715,-178.4462138
"51517",51514,22.67564355,-6.573899413,2.550958007,0.425991211,-7.948877928,-9.573852537,10.42583496,25.92559277,13.55078613,8.300868162,74.42483494,30.92551464,-6.198905272,0.925983398,0.300993164,-33.57347753,18.67570605,90.0495908
"51544",51541,47.05026268,15.30075879,3.550942382,-4.073938476,0.550989258,-4.198936522,10.05084082,37.17541698,27.67556542,8.425866209,77.79978221,32.30049316,13.42578808,18.8007041,-0.074000977,-7.948877928,28.05055956,-10.44883886
"51555",51552,20.17568261,-7.0738916,-0.573993164,-6.573899413,-26.32359081,-14.07378222,1.425975586,14.92576464,14.8007666,5.550911131,58.3000869,9.300852537,0.550989258,5.050918944,-0.074000977,-16.44874511,9.17585449,-99.69744431
"51576",51573,-18.94870605,-27.94856542,-18.44871386,-17.19873339,-37.82341112,-26.69858495,0.300993164,-20.32368457,9.17585449,4.175932616,27.17557324,-0.32399707,-35.32345019,-10.94883105,-0.448995117,-25.57360253,-4.823926757,-1027.30795
"51578",51575,-12.44880761,-25.19860839,-13.07379785,-11.19882715,-23.19863964,-22.32365332,17.67572168,-18.32371582,13.17579199,-0.573993164,32.55048925,-1.823973632,-32.32349706,-7.44888574,-0.32399707,-24.9486123,6.8008916,-728.687616
"51629",51626,-8.948862303,-27.94856542,-17.82372363,-16.69874121,-29.19854589,-15.19876464,-3.573946288,-6.198905272,8.300868162,-2.073969726,18.05071582,8.300868162,-14.07378222,1.550973632,-0.074000977,-3.823942382,3.800938476,-7.948877928
"51640",51637,-8.698866209,-10.07384472,-4.69892871,-9.573852537,-30.07353222,-4.198936522,15.80075097,2.05096582,5.675909178,3.425944335,29.17554199,40.92535839,-10.69883496,2.175963867,-0.32399707,-3.823942382,16.6757373,-69.57291502
"51741",51738,-19.44869824,-12.44880761,8.550864256,15.17576074,24.17562011,27.05057519,36.6754248,-4.198936522,22.67564355,10.17583886,23.30063378,1.300977539,-10.44883886,-6.448901366,0.05099707,-2.448963867,5.550911131,-32.19849902
"51745",51742,-26.19859277,-15.82375488,8.050872068,4.925920897,7.550879881,10.17583886,17.92571777,-4.823926757,3.925936522,0.425991211,7.050887694,3.425944335,-14.07378222,-8.198874022,0.175995117,-6.948893553,4.175932616,-68.07293846
"51755",51752,-3.573946288,7.800875975,-2.32396582,1.300977539,16.55073925,0.300993164,31.67550292,-8.323872068,6.050903319,6.675893553,7.675877928,22.30064941,-4.323934569,-6.198905272,0.300993164,1.925967773,8.550864256,-7.573883787
"51801",51798,-11.0738291,11.05082519,-2.948956054,-7.198889647,3.800938476,-20.07368847,-14.07378222,-6.448901366,-2.448963867,-1.948971679,-6.948893553,14.30077441,5.300915038,1.050981445,-0.074000977,-23.57363378,-20.9486748,176.5482392
"51894",51891,20.05068457,9.550848631,11.05082519,15.42575683,17.05073144,15.17576074,12.55080175,30.67551855,15.42575683,5.300915038,17.30072753,2.05096582,16.42574121,3.425944335,0.05099707,10.30083691,7.050887694,11.55081738
"51899",51896,-2.823958007,-4.573930663,0.300993164,5.550911131,13.05079394,13.67578418,18.42570996,-10.94883105,-1.198983398,3.300946288,7.550879881,2.42595996,-4.073938476,-12.32380957,-0.198999023,6.925889647,8.550864256,107.2993213
"51901",51898,-7.44888574,-9.198858396,-6.073907225,-0.573993164,-7.698881834,3.925936522,5.800907225,-7.323887694,-4.323934569,3.050950195,-2.573961913,-8.948862303,-7.698881834,-16.82373925,-0.198999023,-2.948956054,0.800985351,154.9235771
"51930",51927,-0.573993164,-0.074000977,13.55078613,1.800969726,-6.323903319,-9.323856443,-7.323887694,-3.198952148,-1.948971679,4.42592871,1.425975586,5.925905272,1.050981445,-0.948987304,-0.074000977,17.55072363,17.42572558,66.79995409
"51936",51933,1.925967773,-7.323887694,7.925874022,5.425913085,14.30077441,0.300993164,10.30083691,2.800954101,4.550926757,3.800938476,12.17580761,2.175963867,-0.573993164,-6.573899413,0.05099707,12.80079785,18.67570605,-26.32359081
"52001",51998,-21.19867089,-34.69845995,-33.32348144,-6.698897459,-34.823458,-28.19856152,16.30074316,-12.19881152,-24.07362597,3.550942382,-31.57350878,-25.57360253,-15.19876464,-12.19881152,-0.198999023,-26.823583,-30.8235205,150.1736513
"52002",51999,-22.57364941,-38.19840526,-36.07343847,-11.94881543,-47.69825682,-33.57347753,8.925858396,-14.8237705,-25.57360253,7.675877928,-36.07343847,-25.57360253,-16.44874511,-14.32377832,-0.074000977,-30.19853027,-34.32346581,155.6735654
"52018",52015,17.67572168,-7.823879881,-14.19878027,-2.948956054,14.05077832,8.175870115,4.925920897,13.67578418,4.300930663,28.30055566,28.55055175,21.55066113,-2.198967773,-10.44883886,-0.074000977,34.42545995,22.30064941,323.2959462
"52103",52100,-75.57282127,-22.69864746,-8.323872068,-6.448901366,-43.57332128,-25.19860839,-29.82353613,-15.94875293,-2.073969726,4.050934569,-36.9484248,-10.82383301,-15.69875683,1.175979492,-0.448995117,-36.57343066,-26.07359472,146.2987119
"52111",52108,-56.32312206,-26.44858886,-6.698897459,10.05084082,-40.44837011,-21.82366113,-33.94847167,-24.9486123,-14.19878027,-11.57382129,-38.19840526,-20.57368066,-37.82341112,-10.94883105,0.05099707,-38.8233955,-33.19848339,257.1719794
"52150",52147,23.92562402,34.550458,26.92557714,0.05099707,27.67556542,-9.323856443,-25.32360644,13.92578027,0.425991211,-5.698913085,-14.8237705,-12.69880371,22.92563964,10.92582715,-0.074000977,9.550848631,-0.823989258,-66.44796385
"52155",52152,-0.448995117,3.300946288,1.925967773,-1.073985351,-1.448979492,-8.948862303,-16.57374316,-6.323903319,-12.82380175,-10.94883105,-45.32329393,4.175932616,-3.573946288,-9.323856443,-0.074000977,-4.323934569,-14.8237705,-73.57285252
"52193",52190,55.80012596,23.67562792,1.050981445,2.300961913,11.55081738,11.92581152,4.675924804,15.67575293,-7.948877928,0.425991211,-5.823911131,0.925983398,24.42561621,8.925858396,-0.074000977,-2.573961913,-12.19881152,110.1742763
"52199",52196,52.55017675,35.05045019,15.80075097,7.800875975,14.05077832,1.550973632,0.175995117,-1.448979492,-19.0737041,-17.94872168,-17.32373144,-17.57372753,28.05055956,0.05099707,-0.074000977,-4.198936522,-24.44862011,161.4234755
"52203",52200,46.5502705,39.92537401,26.550583,13.67578418,23.92562402,15.05076269,-2.198967773,2.675956054,-7.823879881,-12.07381347,-12.69880371,-15.82375488,28.4255537,-4.073938476,-0.074000977,3.675940429,-13.1987959,193.9229677
"52211",52208,39.80037597,30.42552245,-2.198967773,-6.323903319,36.4254287,18.67570605,35.92543651,18.05071582,21.42566308,6.050903319,4.80092285,-0.32399707,23.17563574,-7.573883787,0.05099707,12.55080175,-10.94883105,312.17112
"52214",52211,1.675971679,1.925967773,-17.32373144,-4.448932616,1.175979492,-2.573961913,31.30050878,-9.44885449,20.17568261,11.42581933,-58.44808885,14.05077832,0.175995117,-10.07384472,0.175995117,-18.19871777,-24.44862011,325.6709091
"52217",52214,-18.94870605,-22.07365722,-9.198858396,5.425913085,1.550973632,10.30083691,23.55062988,-7.198889647,0.925983398,4.550926757,-30.94851855,-13.32379394,-20.07368847,-19.19870214,-0.074000977,-22.57364941,-38.32340331,262.6718935
"52248",52245,-101.3224189,25.30060253,5.425913085,4.550926757,27.55056738,7.675877928,0.925983398,11.80081347,-1.573977539,3.800938476,-28.9485498,-15.0737666,53.17516698,0.05099707,-0.074000977,2.42595996,-6.073907225,25.92559277
"52252",52249,16.6757373,36.55042675,15.55075488,19.92568652,51.17519823,41.42535058,19.55069238,-8.073875975,-5.323918944,5.050918944,-15.94875293,-4.948924804,-17.32373144,-13.32379394,-0.074000977,22.30064941,-5.448916991,50.92520214
"52255",52252,103.799376,-13.82378613,18.92570214,24.42561621,67.04995018,45.05029393,40.55036425,2.05096582,2.800954101,13.17579199,6.300899413,1.300977539,-2.69895996,-15.19876464,-0.198999023,43.42531933,2.42595996,4.80092285
"52265",52262,51.80018846,13.55078613,5.175916991,8.800860349,36.55042675,35.80043847,31.42550683,3.175948241,8.425866209,16.05074707,18.42570996,28.17555761,5.675909178,-9.198858396,-0.074000977,33.17547948,33.30047753,-102.3224033
"52270",52267,2.550958007,-11.57382129,13.17579199,14.05077832,13.30079004,18.17571386,16.92573339,-12.19881152,4.80092285,10.92582715,0.925983398,7.675877928,-17.82372363,-1.823973632,-0.074000977,3.550942382,0.425991211,-135.1968896
"52296",52293,-13.57379004,-7.44888574,2.925952148,8.925858396,14.05077832,-3.448948241,15.05076269,-4.823926757,3.550942382,5.800907225,0.175995117,9.925842771,-12.69880371,-9.323856443,-0.074000977,8.425866209,10.67583105,122.674081
"52304",52301,19.92568652,7.050887694,13.92578027,11.55081738,19.67569042,9.300852537,25.05060644,12.42580371,24.6756123,10.8008291,28.6755498,39.05038769,2.05096582,4.550926757,-0.074000977,27.30057128,34.05046581,241.7972197
"52316",52313,11.05082519,-16.07375097,-9.323856443,6.175901366,3.425944335,7.550879881,10.30083691,23.67562792,18.8007041,11.92581152,28.80054784,25.17560449,-0.448995117,-1.198983398,-0.074000977,18.550708,27.55056738,277.6716591
"52325",52322,10.8008291,4.175932616,0.550989258,3.300946288,-0.823989258,-0.448995117,20.80067285,19.05070019,13.42578808,3.550942382,17.05073144,14.17577636,7.675877928,-0.198999023,0.175995117,19.67569042,13.30079004,189.5480361
"52327",52324,18.92570214,2.925952148,2.175963867,4.300930663,-3.198952148,18.550708,29.17554199,14.67576855,14.8007666,4.175932616,21.05066894,17.55072363,8.425866209,1.050981445,-0.074000977,19.67569042,20.6756748,165.423413
"52330",52327,15.42575683,3.300946288,2.300961913,-1.698975586,6.425897459,9.050856443,18.17571386,10.55083301,12.42580371,0.425991211,17.67572168,16.6757373,11.80081347,2.175963867,-0.074000977,10.17583886,19.67569042,147.1736982
"52334",52331,19.42569433,4.175932616,-2.823958007,-8.448870115,1.675971679,12.05080957,6.050903319,17.92571777,16.42574121,-3.323950195,27.92556152,27.67556542,12.30080566,4.42592871,-0.074000977,12.80079785,24.30061816,60.30005565
"52345",52342,-1.073985351,7.550879881,19.30069628,1.800969726,17.67572168,16.80073535,18.92570214,-4.948924804,9.550848631,-5.198920897,-3.198952148,8.675862303,-0.074000977,6.550895506,-0.074000977,4.42592871,1.425975586,-33.19848339
"52355",52352,-8.448870115,-4.948924804,-6.073907225,0.300993164,15.80075097,4.300930663,17.80071972,-10.32384082,-9.198858396,-5.07392285,-28.57355566,-17.44872949,1.425975586,-4.948924804,0.05099707,-10.94883105,-28.57355566,-52.07318846
"52381",52378,59.42506932,19.92568652,-3.323950195,-20.69867871,-12.07381347,-12.57380566,-12.44880761,28.05055956,16.30074316,10.17583886,31.17551073,15.92574902,34.17546386,10.42583496,-0.074000977,2.800954101,2.300961913,-1121.806473
"52388",52385,27.80056347,-13.57379004,-12.44880761,-18.44871386,-33.94847167,-20.19868652,-32.9484873,13.42578808,-4.448932616,-14.07378222,-1.823973632,-22.07365722,-0.823989258,0.675987304,0.175995117,-18.44871386,-16.82373925,-2.32396582
"52411",52408,-12.82380175,1.800969726,-0.823989258,-10.07384472,-28.6985537,-26.823583,-31.57350878,-6.948893553,-3.698944335,-10.44883886,-19.44869824,-32.44849511,12.9257959,15.30075879,-0.074000977,-34.94845605,-31.82350488,230.6723935
"52414",52411,-12.44880761,4.80092285,0.300993164,-6.573899413,-5.573915038,-29.19854589,-45.32329393,15.42575683,12.9257959,-7.198889647,4.80092285,-11.44882324,19.92568652,23.92562402,-0.198999023,-28.19856152,-13.94878418,235.1723232
"52433",52430,3.300946288,2.550958007,-16.57374316,-19.94869042,2.800954101,-7.698881834,-23.82362988,0.800985351,-0.823989258,3.550942382,4.925920897,-2.073969726,-1.823973632,-5.573915038,-0.074000977,-7.323887694,-0.823989258,73.29985252
"52460",52457,18.30071191,-2.69895996,-25.32360644,-22.94864355,-4.948924804,-5.823911131,-25.07361035,10.30083691,12.30080566,12.55080175,37.92540526,24.42561621,19.30069628,2.05096582,-0.074000977,13.30079004,31.42550683,-94.82252049
"52461",52458,13.17579199,-5.573915038,-26.19859277,-23.82362988,3.925936522,-6.823895506,-25.94859667,13.55078613,12.42580371,14.42577246,31.55050488,27.17557324,13.42578808,-1.823973632,-0.074000977,13.92578027,32.4254912,-82.44771385
"52475",52472,-20.32368457,-14.44877636,-13.32379394,3.175948241,-2.32396582,0.05099707,-2.823958007,2.675956054,-9.948846677,-4.323934569,2.800954101,-18.823708,-19.69869433,-18.57371191,-0.198999023,-6.323903319,-0.948987304,513.5429735
"52491",52488,2.42595996,-3.698944335,-14.32377832,-10.82383301,6.050903319,1.300977539,-9.698850584,9.675846677,-4.198936522,-3.198952148,19.05070019,6.925889647,6.550895506,0.550989258,-0.074000977,4.175932616,16.80073535,65.04998143
"52495",52492,-5.698913085,-10.19884277,-13.44879199,-8.323872068,-5.948909178,-4.948924804,-5.323918944,3.300946288,-7.198889647,-9.073860349,9.800844724,3.925936522,1.300977539,0.425991211,0.05099707,3.800938476,11.05082519,114.9242021
"52499",52496,-5.07392285,-8.698866209,-14.32377832,-16.07375097,-3.948940429,-6.573899413,-3.198952148,9.17585449,-3.698944335,-5.323918944,11.30082129,5.800907225,6.550895506,4.550926757,0.05099707,2.675956054,9.675846677,135.2988838
"52511",52508,6.925889647,11.55081738,-6.573899413,-5.573915038,1.925967773,8.050872068,-5.07392285,10.67583105,-4.573930663,-2.448963867,18.67570605,19.80068847,1.550973632,0.05099707,-0.074000977,17.30072753,21.67565917,289.9214677
"52524",52521,-34.823458,-9.44885449,-17.69872558,-30.07353222,-27.0735791,-32.19849902,2.42595996,-0.074000977,6.550895506,6.675893553,-6.198905272,16.80073535,-9.323856443,-6.573899413,-0.074000977,-12.69880371,4.050934569,85.92465525
"52536",52533,-40.32337206,1.800969726,8.550864256,-8.073875975,6.050903319,-19.0737041,26.30058691,-16.44874511,-0.948987304,-0.074000977,-17.44872949,-23.44863574,-4.323934569,-2.448963867,-0.074000977,-2.32396582,-11.44882324,-43.32332519
"52537",52534,-49.32323143,-5.698913085,8.300868162,-6.823895506,19.67569042,-17.94872168,33.67547167,-15.69875683,-1.948971679,0.05099707,-20.07368847,-27.57357128,-11.82381738,-5.323918944,-0.074000977,-5.823911131,-15.94875293,-57.07311034
"52560",52557,-80.32274705,-46.94826854,-31.19851464,-26.94858105,-59.57307127,-45.57329003,80.29974314,-24.32362206,-28.44855761,-10.57383691,-47.44826073,-41.32335644,-30.07353222,-18.44871386,-0.198999023,-54.5731494,-46.32327831,-197.3209189
"52563",52560,-75.44782322,-44.57330565,-27.57357128,-21.07367285,-57.57310253,-39.32338769,86.79964158,-26.57358691,-24.32362206,-7.323887694,-46.69827245,-36.6984287,-27.82356738,-19.19870214,-0.448995117,-44.57330565,-44.94829979,-195.8209423
"52564",52561,-72.57286815,-37.69841308,-25.32360644,-20.07368847,-50.44821386,-41.19835839,82.67470603,-20.07368847,-24.07362597,-6.698897459,-40.32337206,-38.07340722,-27.57357128,-22.44865136,-0.198999023,-42.94833104,-45.07329784,-166.5713994
"52576",52573,-63.32301268,-42.94833104,-28.44855761,-12.57380566,-40.07337597,-27.32357519,76.04980955,-29.44854199,-27.0735791,-5.448916991,-39.94837792,-25.82359863,-38.32340331,-20.44868261,-0.448995117,-23.0736416,-28.07356347,-1294.678772
"52583",52580,-51.57319628,-22.44865136,-1.073985351,9.050856443,-10.82383301,-15.44876074,55.80012596,-41.94834667,-39.07339159,-21.57366503,-50.94820604,-35.19845214,-28.82355175,-16.44874511,0.05099707,-9.323856443,-29.44854199,10.8008291
"52584",52581,-43.44832323,-21.32366894,0.675987304,10.67583105,0.550989258,-9.198858396,50.17521386,-33.82347362,-35.07345409,-22.8236455,-46.19828026,-23.0736416,-25.07361035,-14.69877246,0.05099707,-8.323872068,-23.44863574,30.30052441
"52625",52622,-5.07392285,-4.198936522,-2.69895996,2.175963867,6.050903319,2.800954101,45.05029393,-29.94853417,-14.69877246,-8.073875975,-35.69844433,-31.07351659,-8.323872068,-13.44879199,0.05099707,-6.948893553,-23.32363769,26.30058691
"52626",52623,-3.698944335,-0.448995117,1.425975586,4.050934569,-6.448901366,6.925889647,42.42533495,-27.0735791,-15.19876464,-7.948877928,-31.57350878,-22.19865527,-3.323950195,-10.07384472,-0.32399707,-1.698975586,-21.19867089,-5.448916991
"52631",52628,-9.44885449,1.175979492,1.050981445,9.550848631,-1.073985351,12.9257959,26.05059081,-11.69881933,-13.82378613,-7.948877928,-19.82369238,-5.948909178,-4.948924804,-20.82367675,-0.198999023,-1.573977539,-11.69881933,-86.94764353
"52635",52632,-10.69883496,6.300899413,0.675987304,4.80092285,27.05057519,9.300852537,10.17583886,-12.44880761,-15.69875683,-4.448932616,-15.19876464,-15.0737666,-0.074000977,-13.44879199,0.175995117,5.675909178,-10.94883105,-108.0723135
