"","number","c1","c2","c3","c4","c6","c7","c8","c10","c11","c12","c13","c14","c17","c18","c19","c20","c21","c22"
"23626",23625,-12.57380566,-5.823911131,-0.074000977,-8.573868162,-9.573852537,-9.948846677,-20.44868261,-30.07353222,-15.19876464,-4.948924804,-10.69883496,-2.948956054,-21.07367285,3.550942382,-0.074000977,8.550864256,12.30080566,240.9222333
"23649",23648,-29.69853808,-12.9487998,-6.948893553,-5.198920897,-12.69880371,-0.698991211,-4.948924804,-31.07351659,-9.44885449,-2.948956054,-28.32355956,-8.448870115,-17.69872558,1.800969726,-0.074000977,-12.57380566,-8.448870115,159.1735107
"23652",23651,-10.57383691,3.175948241,7.300883787,1.550973632,-0.573993164,14.5507705,4.550926757,-26.32359081,-9.823848631,-4.448932616,-39.32338769,-3.073954101,-10.44883886,1.425975586,-0.198999023,-0.698991211,-1.573977539,58.55008299
"23670",23669,-33.32348144,-9.198858396,-5.323918944,-1.823973632,5.175916991,-2.573961913,-10.69883496,-23.44863574,-10.44883886,-18.44871386,-41.32335644,-14.94876855,-13.1987959,9.17585449,-0.074000977,-2.948956054,-1.573977539,-48.82323925
"23696",23695,-43.19832714,-30.57352441,-16.19874902,-2.32396582,-23.32363769,-18.823708,-14.69877246,5.675909178,10.92582715,4.300930663,6.8008916,-13.82378613,-30.8235205,-3.573946288,0.05099707,-29.44854199,-21.57366503,-63.44801073
"23698",23697,-26.07359472,-20.07368847,-6.823895506,-3.073954101,-17.82372363,-20.19868652,-16.9487373,11.17582324,13.67578418,6.550895506,16.05074707,-12.9487998,-15.19876464,-0.948987304,-0.32399707,-21.69866308,-12.69880371,-50.94820604
"23704",23703,-2.073969726,1.800969726,-10.07384472,-8.198874022,-11.44882324,-15.44876074,-27.0735791,46.80026659,29.05054394,20.17568261,41.67534667,-1.198983398,4.550926757,5.925905272,0.175995117,-10.07384472,-1.823973632,-56.07312596
"23713",23712,-4.573930663,-11.82381738,-12.9487998,0.800985351,-24.9486123,-7.823879881,-10.82383301,39.55037987,19.55069238,23.42563183,35.80043847,18.8007041,-2.32396582,-11.82381738,0.175995117,-21.07367285,0.425991211,-117.3221689
"23743",23742,33.67547167,17.05073144,-7.323887694,-4.823926757,0.175995117,-4.573930663,-17.07373535,41.42535058,23.55062988,15.80075097,40.55036425,15.92574902,17.30072753,9.300852537,0.300993164,-5.698913085,11.80081347,176.048247
"23772",23771,33.05048144,8.675862303,-3.698944335,-0.573993164,-4.198936522,-13.32379394,-20.19868652,35.67544042,28.55055175,18.17571386,22.8006416,12.05080957,7.425881834,-2.573961913,-0.074000977,-13.07379785,-10.94883105,185.6730966
"23781",23780,32.55048925,6.550895506,-2.448963867,-2.948956054,7.050887694,2.675956054,5.800907225,44.55030175,43.30032128,30.80051659,60.4250537,61.92503026,12.80079785,1.925967773,-0.074000977,13.55078613,36.92542089,33.30047753
"23821",23820,39.42538183,18.30071191,4.675924804,-4.323934569,14.5507705,0.675987304,8.925858396,40.17537011,30.05052831,11.17582324,51.05020018,44.17530761,18.05071582,11.05082519,0.05099707,31.30050878,36.6754248,27.92556152
